date,Price
8/8/17,14.942
8/9/17,14.934
8/10/17,14.91
8/11/17,14.876
8/14/17,14.856
8/15/17,14.842
8/16/17,14.83
8/17/17,14.822
8/18/17,14.82
8/21/17,14.854
8/22/17,14.918
8/23/17,14.988
8/24/17,15.08
8/25/17,15.162
8/28/17,15.218
8/29/17,15.252
8/30/17,15.294
8/31/17,15.322
9/1/17,15.36
9/4/17,15.41
9/5/17,15.444
9/6/17,15.448
9/7/17,15.428
9/8/17,15.39
9/14/17,15.348
9/15/17,15.32
9/18/17,15.302
9/19/17,15.276
9/20/17,15.28
9/21/17,15.272
9/22/17,15.25
9/25/17,15.246
9/26/17,15.272
9/27/17,15.276
9/28/17,15.274
9/29/17,15.284
10/2/17,15.286
10/3/17,15.276
10/4/17,15.272
10/5/17,15.272
10/6/17,15.268
10/9/17,15.266
10/10/17,15.272
10/11/17,15.286
10/12/17,15.304
10/13/17,15.334
10/16/17,15.364
10/17/17,15.384
10/18/17,15.39
10/19/17,15.372
10/20/17,15.33
10/23/17,15.284
10/24/17,15.25
10/25/17,15.232
10/26/17,15.246
10/27/17,15.284
10/30/17,15.34
10/31/17,15.386
11/1/17,15.404
11/2/17,15.392
11/3/17,15.36
11/6/17,15.29
11/7/17,15.224
11/8/17,15.18
11/9/17,15.154
11/10/17,15.14
11/13/17,15.15
11/14/17,15.16
11/15/17,15.184
11/16/17,15.204
11/17/17,15.22
11/20/17,15.236
11/21/17,15.23
11/22/17,15.21
11/23/17,15.19
11/24/17,15.174
11/27/17,15.16
11/28/17,15.166
11/29/17,15.176
11/30/17,15.184
12/1/17,15.184
12/4/17,15.178
12/5/17,15.17
12/6/17,15.1
12/7/17,15.052
12/8/17,15.016
12/11/17,14.984
12/12/17,14.954
12/13/17,14.988
12/14/17,14.998
12/15/17,15.02
12/18/17,15.04
12/19/17,15.054
12/20/17,15.06
12/21/17,15.066
12/22/17,
1/2/18,
1/3/18,
1/4/18,
1/5/18,
1/8/18,15.454
1/9/18,15.43
1/10/18,15.398
1/11/18,15.356
1/12/18,15.322
1/15/18,15.29
1/16/18,15.278
1/17/18,15.282
1/18/18,15.304
1/19/18,15.328
1/22/18,15.348
1/23/18,15.362
1/24/18,15.37
1/25/18,15.366
1/26/18,15.352
1/29/18,15.344
1/30/18,15.336
1/31/18,15.32
2/1/18,15.306
2/2/18,15.298
2/5/18,15.29
2/6/18,15.286
2/7/18,15.29
2/8/18,15.288
2/9/18,15.286
2/12/18,15.272
2/13/18,15.254
2/14/18,15.236
2/15/18,15.226
2/16/18,15.22
2/19/18,15.224
2/20/18,15.22
2/21/18,15.208
2/22/18,15.196
2/23/18,15.188
2/26/18,15.19
2/27/18,15.212
2/28/18,15.228
3/1/18,15.24
3/2/18,15.238
3/5/18,15.216
3/6/18,15.192
3/7/18,15.19
3/8/18,15.188
3/9/18,15.19
3/12/18,15.2
3/13/18,15.2
3/14/18,15.196
3/15/18,15.188
3/16/18,15.18
3/19/18,15.18
3/20/18,15.182
3/21/18,15.182
3/22/18,15.188
3/23/18,15.198
3/26/18,15.192
3/27/18,15.17
3/28/18,15.146
3/29/18,15.124
3/29/18,15.098
